ID_CLIENT,CLERK_TYPE,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,QUANT_ADDITIONAL_CARDS,POSTAL_ADDRESS_TYPE,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,EDUCATION_LEVEL,STATE_OF_BIRTH,CITY_OF_BIRTH,NACIONALITY,RESIDENCIAL_STATE,RESIDENCIAL_CITY,RESIDENCIAL_BOROUGH,FLAG_RESIDENCIAL_PHONE,RESIDENCIAL_PHONE_AREA_CODE,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOBILE_PHONE,FLAG_EMAIL,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OTHER_CARDS,QUANT_BANKING_ACCOUNTS,QUANT_SPECIAL_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,PROFESSIONAL_CITY,PROFESSIONAL_BOROUGH,FLAG_PROFESSIONAL_PHONE,PROFESSIONAL_PHONE_AREA_CODE,MONTHS_IN_THE_JOB,PROFESSION_CODE,OCCUPATION_TYPE,MATE_PROFESSION_CODE,EDUCATION_LEVEL.1,FLAG_HOME_ADDRESS_DOCUMENT,FLAG_RG,FLAG_CPF,FLAG_INCOME_PROOF,PRODUCT,FLAG_ACSP_RECORD,AGE,RESIDENCIAL_ZIP_3,PROFESSIONAL_ZIP_3,TARGET_LABEL_BAD=0
965,2,0,0,0,0,0,0,3,3,3,3,0,AL,Matriz de Camaragibe,CENTRO,0,3,3,3,1,1,3834,662,1,1,1,0,1,4,3,4,0,0,3,3,3,0,3,3,4,3,3,3,1,1,0,0,0,1,48,3,3,1
40404,0,1,0,0,0,1,1,2,4,3,3,1,SE,ITABAIANINHA,CENTRO,1,3,3,3,1,0,4614,741,0,1,0,1,0,4,2,3,0,1,5,2,4,0,3,3,3,3,3,3,1,1,0,1,0,1,48,3,3,1
16442,0,0,0,0,0,0,1,3,3,3,4,0,CE,MESSEJANA,JARDIM MESSEJANA,1,3,2,2,1,1,4024,427,1,1,1,0,0,3,3,0,0,1,2,3,3,0,3,3,3,3,3,3,1,0,1,1,0,1,40,3,3,1
1089,0,0,0,0,0,0,1,3,3,3,3,1,PE,Recife,Macaxeira,0,2,3,3,1,1,3192,511,1,1,0,1,1,3,3,3,0,1,3,2,3,1,3,5,3,3,3,3,0,0,0,1,1,0,47,5,3,1
28523,0,0,0,0,0,0,0,3,4,4,3,0,SP,buritama,coab III,1,3,3,4,0,0,4753,486,1,1,0,1,0,3,3,3,0,1,3,2,2,1,3,3,1,3,3,3,1,0,1,0,1,1,29,3,3,1
3007,0,0,0,0,0,1,1,3,3,2,3,1,CE,CAUCAIA,JUREMA,0,2,3,3,0,1,1744,425,0,1,0,0,1,1,3,3,0,1,2,3,3,1,2,3,3,3,3,3,1,1,1,0,1,1,33,3,3,1
6796,0,0,1,0,1,1,0,3,4,1,3,0,BA,PIRITIBA,CENTRO ANDARAI,0,3,3,3,0,1,4447,654,1,1,1,1,0,3,5,1,1,0,4,3,4,1,3,3,3,3,3,3,1,1,1,1,1,1,49,3,4,1
26483,0,0,0,0,1,0,0,2,4,2,3,0,RS,RIO GRANDE,VL MARIA,1,3,3,3,0,1,3405,437,0,1,0,1,1,3,3,3,0,1,4,3,3,0,3,3,3,2,3,3,1,0,1,1,1,1,36,3,3,1
21331,0,0,0,1,0,0,0,3,3,3,3,0,SP,JUQUITIBA,BARNABES,1,3,3,3,1,1,2945,699,0,1,1,1,1,4,3,3,0,0,3,3,3,0,3,2,4,3,3,3,0,1,0,1,1,1,51,4,2,1
28191,0,2,0,0,1,0,0,3,3,3,3,0,RJ,SAO PEDRO DA ALDEIA,VINHATEIRO,0,3,3,3,0,0,4779,581,1,0,0,0,0,2,3,3,0,0,3,3,3,1,3,3,3,3,3,4,1,1,0,1,0,0,35,3,3,1
30206,0,0,0,0,0,1,1,3,2,3,4,0,RJ,BELFORD ROXO,VL PAULINE,1,3,1,3,0,0,387,581,1,1,1,1,0,3,3,3,0,1,3,3,3,1,3,3,3,3,2,1,1,0,1,1,1,0,32,1,3,1
5702,0,0,0,0,0,1,0,3,3,4,4,1,AC,RIO BRANCO,SOBRAL,1,3,3,3,1,1,2611,369,0,1,0,1,0,3,3,3,0,0,3,4,2,0,3,4,3,3,3,3,1,1,0,1,0,0,34,1,3,1
31542,0,0,0,0,0,1,1,3,3,3,4,1,RN,Natal,Pajucara,1,3,3,3,0,1,4447,618,0,1,1,0,1,3,3,3,0,0,3,3,3,1,3,3,3,4,2,3,0,0,0,1,1,0,35,3,3,1
18832,0,0,0,1,0,0,0,3,1,3,2,0,RS,PELOTAS,FRAGATA,1,3,3,3,1,0,3148,408,0,0,1,0,1,3,4,3,0,1,4,3,3,0,4,3,3,3,3,3,0,0,0,1,1,1,34,2,4,0
40969,0,0,0,0,0,0,0,3,3,5,2,0,CE,ICAPUI,SERRA DO MUTAMBA,0,3,3,4,1,0,3736,574,1,1,0,1,0,3,3,3,0,0,3,1,3,0,2,4,3,3,3,4,1,1,1,1,0,1,40,4,2,1
9201,0,0,0,0,1,0,1,4,5,2,2,1,RS,SAO JOSE DO NORTE,CIDADE ALTA,1,3,3,3,1,0,2643,650,1,0,1,1,1,5,2,3,0,1,3,3,3,1,3,3,3,3,3,4,0,0,0,1,1,0,34,2,4,1
10787,0,1,0,0,1,0,1,3,3,4,6,0,SP,andradina,santo antonio,0,4,2,4,0,0,4459,413,0,1,1,0,0,3,3,1,0,1,3,3,3,0,2,2,3,3,4,3,1,1,0,0,0,0,48,2,3,1
29390,0,0,0,0,1,0,0,3,3,3,1,1,SP,BOM JESUS DOS PERDOES,VILA SAO JOSE,0,4,3,3,1,0,3601,555,0,1,0,0,1,3,3,3,0,1,4,3,3,0,3,3,3,3,3,3,1,1,1,1,1,1,52,3,3,1
47262,0,0,0,0,1,0,1,4,3,3,3,0,BA,CASA NOVA,ZONA RURAL,1,3,5,3,0,1,5541,505,1,1,0,0,0,3,3,3,0,0,3,3,3,0,3,4,4,3,4,3,1,0,1,1,1,1,41,3,4,1
37537,0,0,0,1,0,0,0,3,3,2,3,0,RN,NATAL,RIBEIRA,0,3,3,3,1,1,3697,473,1,0,0,0,1,3,3,3,0,0,4,3,3,1,3,3,4,3,3,3,0,0,0,1,1,1,25,2,3,0
23496,0,0,0,0,0,0,0,3,3,3,3,0,SP,TABOAO DA SERRA,VILA IASI,0,3,3,3,0,0,3553,541,0,1,1,1,0,2,4,3,0,1,3,3,3,1,3,3,3,2,2,3,1,0,0,0,0,0,44,3,3,1
40844,0,0,0,0,1,0,0,3,4,3,2,0,SP,Leme,Banacaria,0,3,2,3,1,0,1631,283,0,1,1,1,0,3,3,1,0,1,4,3,6,1,4,5,3,3,3,3,1,0,1,1,0,0,34,3,3,1
47366,1,1,0,0,1,1,0,3,2,3,4,1,PE,RIO FORMOSO,CENTRO,0,2,3,3,0,0,3035,571,0,0,1,1,0,3,3,4,0,1,5,2,5,1,3,3,2,3,3,3,1,0,1,0,1,1,25,3,3,0
227,0,2,0,0,0,0,1,4,3,2,3,1,ES,Cachoeiro de Itapemirim,Independencia,0,3,2,2,1,1,4056,390,1,0,1,0,0,3,2,3,0,0,2,3,3,0,3,3,3,3,1,3,1,0,0,1,0,0,36,3,4,1
26732,0,1,0,0,0,0,1,4,2,3,3,0,CE,QUIXERAMOBIM,CENTRO,0,3,4,3,1,0,4015,441,0,1,1,1,0,4,3,3,0,0,3,3,3,1,2,3,2,3,3,4,1,1,1,0,0,1,49,3,3,1
5806,0,0,1,0,0,0,1,3,3,3,3,1,PE,GOIANA,TEJUCUPAPO,1,3,2,4,0,0,2103,638,0,0,0,0,1,4,4,4,0,1,3,3,3,1,3,2,4,3,4,3,0,1,1,0,1,0,35,3,3,1
16925,0,0,1,0,0,1,1,3,4,3,3,0,PA,ANANINDEUA,MAGUARI,0,4,3,4,0,1,2629,461,1,1,0,0,1,3,2,3,0,0,3,2,3,0,2,2,2,1,3,3,1,0,1,1,1,0,43,3,3,1
40056,0,0,0,0,1,1,0,3,3,4,4,1,MG,BOCAIUVA,ZUMBI,0,3,4,4,0,0,2898,792,1,1,0,0,0,3,1,3,0,0,3,3,4,1,3,3,2,3,2,3,1,0,0,0,0,1,25,4,3,1
6643,0,0,0,0,1,0,0,3,3,3,2,1,CE,MORADA NOVA,FELIPA,0,3,4,3,0,1,4196,586,1,1,1,1,0,2,3,3,1,1,3,2,3,0,3,3,3,2,3,3,1,0,0,1,1,1,45,3,3,1
14198,2,0,0,0,0,1,0,3,4,3,3,0,AM,manaus,Sao Jose I,1,4,2,2,1,0,2717,633,1,1,1,0,1,4,4,1,1,0,4,3,2,1,3,3,3,3,2,4,1,0,1,0,1,1,25,3,3,1
6835,0,2,0,0,1,0,1,3,3,3,3,1,MT,Alta Floresta,Zona Rural,0,3,3,3,1,1,1832,437,1,0,1,1,0,3,3,4,0,1,3,2,3,1,3,3,2,3,3,3,1,1,0,0,1,0,45,3,3,1
14905,0,0,0,0,1,0,0,4,3,4,3,0,BA,JUAZEIRO,ALTO DA MARAVILHA,0,3,3,3,1,0,3808,409,0,1,1,1,0,4,3,3,0,1,3,3,3,1,2,2,4,3,3,3,1,1,0,1,0,0,26,3,2,1
10993,2,0,0,0,0,1,0,4,3,3,4,0,PE,JABOATAO,CANDEIAS,1,3,2,3,0,0,2653,464,1,1,1,0,0,3,3,3,2,1,3,3,4,0,4,3,2,3,4,3,1,1,1,0,0,0,26,5,4,1
30389,0,1,0,0,1,0,1,3,2,2,3,0,MA,SAO LUIS,CRUZEIRO DO ANIL,1,2,3,4,1,1,3042,466,0,1,0,1,0,2,3,3,1,1,3,4,4,1,2,3,3,4,5,3,1,0,0,1,0,0,39,3,3,1
26839,0,0,0,0,1,0,1,3,3,3,1,0,BA,Candeias,Pitanga,1,3,2,4,0,0,3376,403,1,0,0,1,1,4,3,3,0,0,3,4,2,0,3,3,3,3,3,3,0,0,0,1,0,0,38,3,4,0
24229,0,0,0,0,1,1,0,4,3,3,2,0,AC,RODRIGUES ALVES,CENTRO,1,3,3,4,0,0,4407,550,1,1,1,0,0,2,3,2,0,0,3,3,3,0,3,2,3,2,3,3,1,0,1,0,1,1,44,3,1,1
3903,0,1,0,0,1,0,1,3,3,2,3,1,PB,JOAO PESSOA,CRISTO REDENTOR,0,3,3,3,0,0,3116,400,0,1,0,1,0,3,3,3,0,0,2,4,3,0,2,3,2,4,3,2,1,1,0,1,0,1,36,3,3,1
45137,0,1,0,1,0,1,0,3,3,3,3,0,CE,Fortaleza,Meireles,0,4,3,3,1,1,2629,595,1,1,0,0,0,3,3,3,2,1,4,2,3,0,4,3,3,3,4,3,1,0,0,0,1,0,25,3,3,1
24914,0,0,0,1,1,0,0,3,2,3,3,0,AL,MESSIAS,CENTRO,1,3,3,3,1,0,4175,448,0,0,0,0,0,2,2,3,0,0,2,3,4,1,3,3,5,4,3,3,0,1,0,0,0,0,26,3,3,0
41097,0,0,0,0,1,0,0,3,2,3,3,0,DF,Ceilandia,Ceilandia Norte,0,3,3,4,0,0,3385,565,1,0,1,1,1,3,4,1,0,1,3,3,3,0,3,2,2,3,4,3,0,1,0,1,0,1,25,3,3,0
8483,0,0,0,1,1,1,1,3,3,3,3,1,BA,PAULO AFONSO,BTN lll,0,3,3,4,1,1,2052,565,0,1,0,1,1,3,3,2,0,1,3,3,2,0,3,3,4,3,3,2,1,0,0,0,1,0,38,3,3,1
44195,0,0,0,0,1,1,1,3,3,3,3,1,CE,FORTALEZA,PIO XII,0,3,3,2,0,0,4984,540,1,1,0,0,0,4,4,2,0,0,2,4,3,0,3,1,4,3,4,3,1,1,1,1,1,1,33,3,3,1
22405,1,0,0,0,1,0,1,3,3,4,3,1,MG,uberlandia,dom almir,0,3,3,3,1,1,2359,363,1,1,0,1,1,0,3,4,0,0,3,3,3,0,4,3,2,3,3,3,1,0,0,0,1,0,25,3,3,1
8144,0,0,0,0,0,0,0,4,1,3,3,1,PI,PARNAIBA,PIAUI,0,3,3,2,1,1,3257,612,1,0,1,0,0,3,3,3,2,0,3,3,3,0,3,2,3,3,4,3,0,1,1,1,1,0,25,3,2,0
47577,0,0,0,0,0,1,1,2,3,1,4,1,CE,CHOROZINHO,CENTRO,0,4,3,3,1,0,1967,708,0,1,0,1,1,4,3,5,0,0,3,4,3,1,3,3,3,3,1,3,1,0,0,0,1,1,32,3,3,1
39735,0,0,0,0,1,0,1,3,3,1,3,0,PE,Jaboatao dos Guararapes,Piedade,0,3,3,2,0,0,2479,546,1,1,1,1,0,3,3,2,0,0,3,4,4,1,3,4,5,3,3,3,1,1,1,1,1,1,34,3,3,1
38146,2,0,0,0,1,1,0,3,4,3,2,1,GO,GOIANIA,SETOR CENTRAL,0,3,3,3,1,1,2220,426,0,0,1,0,1,3,3,3,0,1,2,3,2,0,3,3,2,3,3,0,0,1,0,0,0,1,42,4,3,1
24235,0,0,0,0,1,0,0,3,3,1,2,1,MT,TANGARA DA SERRA,JD PRESIDENTE,0,3,2,2,1,0,1843,270,1,1,1,0,1,3,2,3,0,0,3,5,3,0,3,4,2,3,3,3,1,1,0,1,0,0,42,3,3,1
26491,0,0,0,0,0,1,1,3,3,3,3,1,CE,FORTALEZA,MONTE CASTELO,1,3,4,3,0,1,2379,631,1,1,1,0,1,3,3,3,0,1,3,2,3,1,3,2,3,2,3,4,1,0,1,0,0,1,32,2,1,1
36576,1,0,0,0,1,0,1,3,3,2,3,1,AC,Rio Branco,Centro,0,3,3,2,1,1,3887,649,1,1,1,0,1,3,3,2,0,1,2,3,3,1,3,3,3,4,3,2,0,1,0,0,0,1,52,3,2,1
7257,0,2,0,1,0,0,0,3,3,3,3,1,RS,PASSO FUNDO,SANTA MARTA,0,4,2,2,0,1,4925,523,1,0,1,0,0,2,4,3,0,0,5,3,3,0,3,3,3,3,3,4,1,0,0,1,0,0,29,2,4,1
36656,0,1,1,1,1,0,0,3,3,4,3,0,BA,ITARANTIM,CENTRO,1,4,3,3,1,1,3068,429,0,1,0,1,0,2,3,4,0,1,3,3,3,1,3,3,4,2,3,4,1,0,0,1,0,0,43,3,3,1
48000,0,0,2,0,1,0,0,3,3,2,3,0,PA,ANANINDEUA,MAGUARI,1,4,2,3,1,0,3689,419,0,1,1,1,1,4,4,3,1,1,4,2,3,1,3,3,4,3,4,3,0,1,0,1,1,1,40,4,3,1
15565,0,0,0,0,1,1,0,3,4,3,3,1,PB,Alagoinha,Centro,0,3,2,3,0,1,1801,378,1,1,1,1,1,3,3,4,0,0,2,3,2,0,3,2,3,3,3,2,1,0,1,0,0,1,28,3,2,1
24052,0,0,0,0,1,0,0,2,3,3,3,1,RS,RIO GRANDE,GETULIO VARGAS,0,3,4,4,0,0,4200,520,0,1,1,0,0,3,3,5,0,0,3,4,3,1,2,2,2,2,3,4,1,0,1,0,0,1,25,4,2,1
6475,0,1,0,0,1,1,0,3,3,3,3,1,SP,VALPARAISO,LAMBARI,1,3,5,2,0,0,4851,538,0,1,0,1,0,3,3,3,1,1,3,3,4,1,3,4,3,3,3,3,1,1,1,1,0,0,34,3,3,1
20422,0,0,0,0,1,0,0,3,4,2,4,1,CE,MARANGUAPE,CENTRO,0,2,3,3,1,1,2393,633,0,0,1,1,1,3,3,4,0,1,3,1,3,1,3,2,2,4,3,2,0,0,0,0,0,0,33,4,4,0
49987,0,0,0,2,0,1,0,3,4,4,3,0,RS,RIO GRANDE,VILA MARIA JOSE,0,3,3,3,1,1,3635,494,0,1,1,0,1,3,3,3,0,0,4,3,3,1,3,3,2,2,3,2,1,0,1,0,0,0,46,3,4,1
26049,0,0,0,0,1,1,0,2,3,3,3,1,SP,SAO BERNARDO DO CAMPO,VILA SAO PEDRO,0,3,3,3,1,0,3350,348,0,0,1,0,1,3,5,2,0,0,3,3,3,0,4,1,3,3,3,4,0,1,1,1,0,0,40,3,5,1
37884,0,0,0,1,1,0,1,3,3,4,4,0,SP,DIADEMA,VILA ALICE,0,3,3,3,1,1,3452,498,0,0,0,1,0,3,3,3,0,0,2,3,3,1,3,3,3,3,3,4,0,1,0,1,0,1,46,2,3,0
3125,0,0,0,0,0,0,0,4,3,3,3,1,SP,COLINA,CDHU UM,1,4,3,3,1,1,3543,394,1,1,1,0,0,3,3,4,1,0,2,3,3,0,4,1,2,3,3,3,1,1,0,1,1,1,25,2,4,1
2309,0,0,0,0,0,1,1,2,2,1,4,0,PA,PARAUAPEBAS,NOVA VIDA,1,3,4,3,1,1,2499,521,0,1,1,0,0,4,1,3,0,0,2,3,3,0,4,3,3,3,2,3,1,0,1,1,1,1,29,3,3,1
43864,0,0,0,0,0,1,1,4,3,3,3,1,PR,PRUDENTOPOLIS,CENTRO,0,3,3,2,1,1,5217,587,0,1,0,0,1,5,3,1,0,1,2,3,3,0,3,3,3,4,3,3,1,1,1,0,0,1,33,4,3,1
41268,0,0,0,1,0,0,0,3,3,5,3,0,GO,GOIANIA,RESIDENCIAL VALE DOS SONHOS,0,3,3,4,1,0,3331,638,1,1,1,0,1,3,3,4,0,0,1,3,3,0,3,3,5,3,4,3,1,0,1,1,1,0,32,3,4,1
10755,1,0,0,0,0,1,0,3,5,3,4,1,SP,MIRACATU,VILA MATSUDA,0,3,4,4,0,0,3048,574,0,1,1,1,1,4,2,3,0,0,3,3,3,0,3,3,2,2,4,3,1,0,0,0,0,1,25,3,4,1
16224,0,1,0,0,1,0,1,3,3,3,5,0,PE,Ilha de Itamaraca,BAIXA VERDE,1,3,2,3,0,0,3142,441,0,0,0,1,0,3,3,2,0,0,3,3,3,1,3,3,4,3,4,3,0,1,1,0,1,0,42,4,3,0
41068,0,0,0,1,1,0,1,1,5,5,3,0,DF,BRASILIA,TAGUATINGA SUL,1,4,3,3,1,0,3749,540,0,1,1,1,1,3,3,3,0,0,3,3,5,1,3,3,3,3,3,3,0,0,0,0,1,0,55,3,3,1
6022,0,0,0,1,1,1,0,2,3,3,3,1,PE,GOIANA,CENTRO,1,3,3,3,0,0,3306,451,1,0,0,0,0,3,4,3,1,1,4,4,3,1,3,3,3,4,2,3,0,0,1,0,0,1,32,3,3,0
41041,0,0,0,1,1,0,1,3,3,3,2,1,RS,RIO GRANDE,VILA MARIA JOSE,1,3,3,3,1,1,2383,357,1,1,1,1,1,3,3,3,1,1,3,3,3,1,3,3,3,2,3,2,1,1,1,0,0,1,43,3,3,1
11757,1,1,0,0,0,1,1,2,3,3,3,0,PA,TUCURUI,VILA TROPICAL,1,3,3,2,1,0,2555,628,1,1,1,1,0,2,3,5,0,0,3,3,3,1,4,2,3,3,3,3,1,0,0,0,0,0,38,2,3,1
14030,0,0,0,0,0,1,1,3,3,3,3,0,MT,CUIABA,PEDRA NOVENTA,1,2,3,3,1,1,2679,557,0,0,1,1,1,3,3,3,0,0,1,4,3,1,3,3,4,3,3,2,0,1,0,0,0,1,48,3,3,0
33515,0,0,0,0,0,1,0,3,3,2,3,1,AM,Manaus,Zumbi dos Palmares I,0,3,3,3,0,0,2905,591,1,0,1,1,1,4,3,4,0,0,3,1,4,1,3,3,4,2,3,2,0,1,1,1,0,0,40,3,4,1
29675,0,0,0,0,0,1,0,3,4,3,3,1,SP,BIRIGUI,JD DO TREVO,1,3,3,4,1,0,1162,636,0,1,1,1,0,3,4,3,0,1,3,4,3,0,3,3,3,3,3,3,1,1,0,1,1,0,48,3,3,1
18000,0,0,0,0,1,1,1,2,3,3,3,0,AM,MANAUS,JAPIIM,0,3,4,4,1,1,2959,557,1,0,1,0,1,3,3,3,0,0,3,2,3,1,3,3,3,4,2,3,0,0,1,0,1,0,26,4,2,0
36347,2,0,0,0,0,0,0,4,2,2,2,1,SP,Sao Paulo,Jardim Olinda,1,3,3,3,0,1,3776,383,0,0,0,0,1,2,2,3,0,1,3,0,3,1,3,2,5,3,3,4,0,0,0,1,1,1,39,3,3,0
45376,0,0,0,1,1,1,0,2,3,3,3,1,MA,TIMON,PQ ALVORADA,0,3,4,3,0,1,2483,520,1,1,1,1,0,3,2,3,0,0,3,3,3,1,3,3,3,3,3,2,1,1,1,0,1,1,41,4,3,1
32740,1,0,1,0,1,1,0,3,3,3,3,0,CE,FORTALEZA,VILA VELHA,1,5,3,4,1,1,3857,433,0,1,0,1,1,3,4,3,0,0,2,4,3,0,3,4,3,4,3,5,1,1,0,0,1,0,27,3,3,1
42795,0,0,0,1,0,0,0,3,4,1,3,1,PR,NOVA ESPERANCA,JD SAO JOSE,0,5,4,3,1,1,3947,578,1,0,1,1,1,3,3,3,0,0,4,4,5,1,3,4,3,3,4,3,0,1,1,1,1,0,31,2,2,0
39469,0,0,0,0,0,0,0,3,3,3,3,1,BA,IRECE,RECANTO DAS ARVORES,1,3,3,3,1,0,4453,407,1,1,1,1,0,3,4,3,1,1,3,3,3,1,2,4,2,3,3,3,1,1,1,1,1,1,42,3,3,1
11271,0,0,0,0,0,1,0,2,3,2,3,0,PA,parauapebas,primavera,0,3,3,4,1,1,3500,313,1,1,1,1,0,3,3,3,0,0,3,3,3,0,4,3,3,4,2,3,1,1,0,0,1,0,33,4,3,1
38240,0,0,1,0,0,1,1,3,3,3,3,0,PR,Guarapuava,Morro Alto,1,4,3,3,0,0,2715,542,0,1,1,1,0,4,2,3,0,0,3,3,3,0,3,3,3,3,4,4,1,0,0,1,1,1,40,4,3,1
6506,0,2,0,0,0,1,1,3,3,3,3,1,CE,HORIZONTE,ZUMBI,0,3,3,2,0,0,5461,644,1,0,0,1,0,3,3,3,0,0,2,2,3,0,3,3,3,4,3,2,0,0,1,1,0,1,33,3,5,0
49734,0,0,0,0,0,1,0,3,3,3,3,0,SP,ITAPUI,MAR AZUL,0,2,3,3,0,0,1457,537,0,1,0,1,1,3,2,5,0,0,2,3,3,1,3,4,4,3,3,3,1,0,0,0,0,0,36,2,2,1
24800,0,0,0,0,0,0,0,3,3,3,3,1,SP,Sao Jose do Rio Preto,Vila Falavina,1,5,3,3,0,1,2581,354,0,1,0,1,1,4,3,4,0,0,3,3,3,1,3,3,3,3,3,2,1,0,1,1,0,0,35,4,3,1
23947,0,0,0,0,0,1,1,2,3,3,2,0,SE,ITABAIANINHA,MULTIRAO,1,3,3,4,0,0,3592,463,1,0,0,1,1,3,3,3,0,1,3,3,3,0,3,3,3,3,3,3,0,0,1,0,1,1,41,3,3,1
4717,0,0,1,0,1,1,0,1,3,2,3,1,BA,JUAZEIRO,CENTRO,1,4,3,4,0,1,2736,375,0,0,0,1,1,3,3,4,0,1,3,3,3,0,2,3,2,3,2,3,0,0,1,0,0,0,25,2,3,1
37257,1,1,0,0,0,0,0,2,3,3,3,1,CE,SENADOR POMPEU,JOAO PINTOMBEIRA,0,3,6,2,0,1,3468,400,0,0,0,1,0,3,3,3,0,1,3,3,3,0,3,2,2,3,3,3,0,1,1,1,0,1,35,2,3,0
14024,0,1,0,0,1,1,1,3,3,3,3,0,CE,juazeiro,joao cabral,1,3,3,2,0,0,1347,753,0,1,0,0,0,3,3,3,0,0,3,2,3,0,1,3,3,3,3,2,1,1,1,1,0,0,45,3,3,1
13530,1,0,0,0,1,1,1,4,2,3,3,1,PA,Belem,Telegrafo Sem Fio,0,4,3,3,1,0,2402,523,0,1,1,1,0,3,4,2,0,1,3,3,3,0,3,3,3,3,2,3,1,0,0,1,1,1,31,2,3,1
19019,0,0,0,0,1,0,0,3,3,3,3,1,RS,Viamao,Vila Elsa,0,3,3,3,0,1,4482,619,0,0,0,0,1,3,3,2,1,0,3,3,3,1,3,5,4,2,3,3,0,0,0,0,1,0,40,3,3,0
19009,0,0,0,0,0,0,1,3,3,3,3,0,PA,TUCURUI,GETAT,0,3,3,3,1,1,2671,525,0,1,0,0,1,3,4,3,0,1,3,2,3,1,4,2,3,3,3,4,0,1,1,0,0,1,45,3,3,1
24811,0,1,0,0,0,0,1,3,3,3,3,0,MG,DIVINOPOLIS,DONA ROSA,0,5,1,2,1,0,2229,481,0,0,0,0,0,3,4,3,1,1,3,4,2,0,3,3,2,4,3,3,1,1,1,0,1,0,33,4,2,0
41245,0,0,0,0,0,1,1,4,3,3,3,1,MA,ITAPECURU MIRIM,RODOVIARIA,1,3,3,3,0,1,2738,607,0,1,1,1,1,3,3,4,0,0,3,2,3,0,3,2,3,3,3,3,1,1,1,0,0,1,35,4,3,1
3063,0,0,0,0,1,1,0,5,3,4,3,1,SP,GUARIBA,VL GARAVELO,0,3,3,3,1,0,2633,511,0,1,1,0,0,3,3,4,0,1,5,3,2,0,2,3,5,3,3,3,1,1,0,1,1,0,30,3,4,1
1802,0,0,0,0,1,1,0,3,4,3,4,1,RS,Alvorada,Aparecida,1,3,3,3,0,0,4601,480,1,1,0,1,1,3,4,3,0,1,4,2,3,1,3,3,4,2,2,3,1,1,0,1,0,0,46,3,4,1
24256,0,0,0,0,1,0,1,2,3,3,4,1,CE,MARACANAU,PAJUCARA,1,5,2,3,0,1,3545,658,0,1,1,0,1,3,3,3,2,0,4,4,3,1,2,3,3,4,3,3,0,0,0,0,1,1,40,3,4,1
2925,0,1,0,0,1,1,1,3,3,3,3,0,RS,SANTANA DO LIVRAMENTO,VILA CRISTAL,0,3,3,4,1,0,3294,457,1,1,0,1,0,2,3,2,0,0,3,3,3,0,3,3,3,3,3,2,1,1,1,0,1,1,28,3,3,1
1468,0,0,1,0,1,1,1,3,2,3,5,0,RJ,ENGENHEIRO PAULO DE FRONTIN,CENTRO,1,3,2,3,1,0,2150,595,0,1,1,0,1,5,4,4,0,1,3,3,3,1,3,3,3,3,3,3,0,0,1,1,0,0,47,3,3,1
14191,1,1,0,1,0,1,1,4,3,3,2,0,SP,GUARA,VILA VITORIA,0,4,2,2,0,0,3560,580,0,1,1,1,0,4,3,3,0,0,3,3,2,1,1,3,3,3,2,3,1,1,0,0,1,0,42,3,4,1
31010,0,0,0,0,0,0,0,3,3,3,3,0,RS,PORTO ALEGRE,PARTENOM,1,3,3,3,0,1,3257,422,0,1,0,1,0,2,4,3,0,0,3,3,3,0,3,3,3,3,3,3,1,0,0,1,0,0,37,3,2,1
25391,0,2,0,0,1,1,0,3,3,2,0,0,PA,PARAUAPEBAS,RIO VERDE,1,3,3,3,0,0,3623,524,0,0,0,0,0,3,2,3,0,0,1,4,2,1,2,2,3,3,4,3,0,0,0,1,0,1,30,3,3,0
39758,0,1,0,0,1,0,0,4,1,3,3,0,SP,SAO PAULO,VILA GUARANI,1,3,4,3,1,0,1709,663,1,1,0,0,0,3,5,3,0,0,4,1,2,1,3,3,4,3,3,3,1,0,0,1,0,1,40,3,3,1
26249,0,0,0,0,0,1,0,3,3,3,3,0,GO,Anapolis,Vila Operaria,1,4,3,3,0,0,2943,508,0,0,1,0,1,2,2,3,1,1,2,3,3,1,4,4,3,3,4,3,0,0,1,1,0,1,36,3,2,0
12230,0,0,0,0,0,0,1,3,3,3,3,0,RJ,SAO PEDRO DA ALDEIA,SAO JOAO,1,3,3,3,0,1,3410,561,1,1,1,0,1,3,3,3,0,1,4,3,4,0,3,3,3,3,3,3,1,1,1,1,1,1,38,3,5,1
5876,0,0,0,0,0,1,1,3,4,3,3,1,RJ,SAO GONCALO,VILA LAGE,1,3,3,2,0,0,3284,534,1,1,1,1,0,3,3,3,2,1,3,3,3,1,3,2,3,3,2,3,1,0,0,0,0,0,25,3,3,1
14441,0,0,2,0,0,0,0,3,2,2,2,0,SP,PINDAMONHANGABA,TERRA DOS IPES II,1,2,3,3,1,1,3459,437,0,1,0,1,1,2,3,3,0,1,3,5,3,1,3,3,3,3,4,3,0,1,1,0,1,1,38,3,3,1
